Albany,Brown,77,68,24-49,22-57,49.0,38.6,8-23,12-29,34.8,41.4,21-30,12-17,70.0,70.6,45,38,8,5,34,25,15,18,9,5,6,2,17,15,18,23,1,0,0,0,15,0 
Md.E. Shore,American,64,62,25-55,20-60,45.5,33.3,6-15,7-26,40.0,26.9,8-16,15-21,50.0,71.4,48,42,12,13,29,24,12,12,4,3,4,3,19,12,20,21,0,0,0,0,9,9 
Cornell,Binghamton,76,61,23-54,23-63,42.6,36.5,10-22,5-21,45.5,23.8,20-26,10-18,76.9,55.6,42,46,7,13,30,29,17,13,6,5,2,3,15,19,19,21,0,0,0,0,21,5 
Niagara,CCSU,102,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Howard,Columbia Union,83,63,28-62,27-63,45.2,42.9,5-19,5-18,26.3,27.8,26-33,15-18,78.8,83.3,43,27,18,8,25,19,20,14,5,12,7,3,17,18,16,29,0,0,0,0,14,6 
Ga. Tech,Delaware St.,70,52,29-55,22-53,52.7,41.5,5-14,5-20,35.7,25.0,7-13,3-5,53.8,60.0,43,21,16,8,24,13,15,11,1,6,4,4,14,9,10,15,0,0,0,0,18,1 
Campbell,East Carolina,76,74,22-47,20-52,46.8,38.5,1-8,6-30,12.5,20.0,31-41,28-39,75.6,71.8,32,46,3,14,26,27,15,15,6,6,5,0,13,18,25,32,1,1,0,0,7,14 
Presbyterian,E. Kentucky,78,50,27-51,17-48,52.9,35.4,10-22,1-19,45.5,5.3,14-22,15-21,63.6,71.4,39,22,8,4,28,17,15,4,6,5,2,4,12,12,17,21,0,0,0,0,33,2 
FAU,Georgia St.,84,77,27-49,30-65,55.1,46.2,15-25,5-15,60.0,33.3,15-18,12-19,83.3,63.2,28,37,6,18,19,14,19,13,6,9,7,3,14,11,17,15,0,0,0,0,18,1 
Furman,Columbia,62,58,23-60,19-54,38.3,35.2,6-12,4-17,50.0,23.5,10-15,16-23,66.7,69.6,44,48,13,17,23,25,10,9,3,4,7,4,12,15,20,20,0,0,0,0,4,11 
Lafayette,St. Fran.Pa.,84,81,24-48,27-49,50.0,55.1,14-23,8-19,60.9,42.1,22-26,19-31,84.6,61.3,33,31,10,12,18,16,14,17,6,5,0,6,11,11,24,22,0,0,0,0,11,5 
Liberty,William & Mary,75,72,29-59,25-54,49.2,46.3,4-12,10-21,33.3,47.6,13-19,12-16,68.4,75.0,41,32,15,11,20,18,16,11,8,6,0,4,12,16,16,18,0,0,0,0,13,0 
Old Dominion,LIU,77,69,30-62,25-59,48.4,42.4,9-23,6-20,39.1,30.0,8-18,13-18,44.4,72.2,40,36,13,10,26,25,19,16,12,8,9,1,18,20,17,18,0,0,0,0,13,3 
Maine,Clippers,113,49,24-58,26-58,41.4,44.8,5-18,5-16,27.8,31.3,11-19,12-15,57.9,80.0,33,38,8,9,25,29,10,9,6,4,4,2,6,11,14,17,0,0,0,0,3,12 
Syracuse,Manhattan,92,56,34-71,18-57,47.9,31.6,9-23,10-30,39.1,33.3,15-25,10-17,60.0,58.8,46,51,19,16,25,24,19,13,15,6,10,1,13,28,18,25,0,0,0,0,40,5 
South Florida,Marist,81,67,30-61,24-49,49.2,49.0,6-19,7-14,31.6,50.0,15-18,12-19,83.3,63.2,40,27,14,4,24,19,18,17,5,7,5,4,10,13,18,17,0,0,0,0,16,4 
Va. Tech,Monmouth,91,46,30-48,15-56,62.5,26.8,10-15,1-17,66.7,5.9,21-35,15-29,60.0,51.7,44,40,9,17,31,18,20,4,8,3,6,0,14,15,24,23,0,0,0,0,49,0 
Murray St.,Morgan St.,80,69,21-47,25-45,44.7,55.6,6-18,4-10,33.3,40.0,32-37,15-28,86.5,53.6,26,35,8,9,18,21,8,9,13,8,3,4,18,27,24,26,0,1,0,0,18,0 
Georgetown,UNCG,86,45,30-67,16-54,44.8,29.6,9-27,5-22,33.3,22.7,17-22,8-18,77.3,44.4,44,39,19,13,24,20,17,8,10,1,2,3,10,22,17,23,0,0,0,0,44,0 
Massachusetts,Northeastern,83,67,28-55,19-50,50.9,38.0,8-21,1-11,38.1,9.1,19-29,28-40,65.5,70.0,44,38,14,15,24,20,22,9,12,13,8,5,20,21,32,23,0,0,0,0,17,0 
Boston College,New Hamp.,67,64,21-56,24-62,37.5,38.7,8-18,5-19,44.4,26.3,17-31,11-20,54.8,55.0,49,48,15,16,28,31,7,9,9,7,3,3,14,17,19,24,0,0,0,0,10,5 
Marquette,Norfolk St.,99,68,33-62,23-55,53.2,41.8,9-21,11-24,42.9,45.8,24-30,11-24,80.0,45.8,40,46,8,10,30,26,26,15,11,8,3,2,13,25,23,25,0,0,0,0,31,0 
SC Upstate,Piedmont,91,66,36-69,22-53,52.2,41.5,6-24,11-25,25.0,44.0,13-17,11-19,76.5,57.9,50,30,17,6,30,19,17,13,16,6,4,2,23,29,23,17,0,0,0,0,25,0 
N.J. Tech,Nittany Lions,113,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Penn St.,Radford,62,46,24-53,16-47,45.3,34.0,7-25,9-26,28.0,34.6,7-12,5-8,58.3,62.5,41,33,15,9,23,16,11,9,7,3,4,3,12,16,15,16,0,0,0,0,22,6 
North Florida,Savannah St.,62,57,21-44,18-52,47.7,34.6,3-7,6-15,42.9,40.0,17-26,15-20,65.4,75.0,28,41,5,15,22,23,9,8,11,5,5,3,17,23,21,24,1,1,0,0,5,8 
Stetson,Florida A&M,78,60,26-55,24-74,47.3,32.4,7-14,2-16,50.0,12.5,19-21,10-19,90.5,52.6,58,36,12,13,42,18,14,11,7,12,2,2,26,19,25,20,1,0,0,0,22,4 
Temple,Penn,73,67,29-66,27-58,43.9,46.6,6-17,7-19,35.3,36.8,9-17,6-9,52.9,66.7,39,36,13,8,22,23,14,15,7,4,3,5,13,16,15,16,0,1,0,0,6,9 
Florida St.,UCF,73,50,28-55,18-59,50.9,30.5,3-14,6-30,21.4,20.0,14-25,8-20,56.0,40.0,50,34,16,14,30,17,14,4,6,9,6,5,19,14,15,22,0,0,0,0,24,2 
